county,births_2010,deaths_2010,rate_2010,geo,births_2011,deaths_2011,rate_2011,births_2012,deaths_2012,rate_2012,births_2013,deaths_2013,rate_2013,births_2014,deaths_2014,rate_2014,race_female_total_2010,race_female_white_2010,race_female_black_2010,race_female_hispanic_2010,race_female_other_2010,race_female_total_2011,race_female_white_2011,race_female_black_2011,race_female_hispanic_2011,race_female_other_2011,race_female_total_2012,race_female_white_2012,race_female_black_2012,race_female_hispanic_2012,race_female_other_2012,race_female_total_2013,race_female_white_2013,race_female_black_2013,race_female_hispanic_2013,race_female_other_2013,race_female_total_2014,race_female_white_2014,race_female_black_2014,race_female_hispanic_2014,race_female_other_2014,births_2010_2014,deaths_2010_2014,rate_2010_2014,race_female_total_2010_2014,race_female_white_2010_2014,race_female_white_perc_2010_2014,race_female_black_2010_2014,race_female_black_perc_2010_2014,race_female_hispanic_2010_2014,race_female_hispanic_perc_2010_2014,race_female_other_2010_2014,race_female_other_perc_2010_2014,prenatal_percent_2010_2014,Border Status,geo_two,GISJOIN
MCLENNAN,3470,1,0.3,0500000US48309,3442,2,0.6,,,,,,,3618,1,0.3,120737,72118,18900,27324,2395,122356,71344,18362,28534,4116,,,,,,124067,70542,18737,30410,4378,120737,72118,18900,27324,2395,10530,4,37.99,487897,286122,58.64,74899,15.35,113592,23.28,13284,2.72,64,Non-Border,48309,G4803090
MCMULLEN,6,0,- ,0500000US48311,10,0,-,,,,,,,,,,340,215,3,119,3,399,250,4,139,6,,,,,,390,244,3,137,6,340,215,3,119,3,16,0,0,1469,924,62.90,13,0.88,514,34.99,18,1.23,66,Border,48311,G4803110
MADISON,165,0,- ,0500000US48313,142,0,-,160,0,- ,150,1,6.7,166,0,-,5791,3815,962,936,78,5827,3795,940,958,134,5844,3778,948,984,134,5968,3847,943,1036,142,5791,3815,962,936,78,783,1,127.71,29221,19050,65.19,4755,16.27,4850,16.60,566,1.94,61,Non-Border,48313,G4803130
MARION,99,0,- ,0500000US48315,91,0,-,110,0,- ,105,0,- ,87,0,-,5375,3837,1302,164,72,5381,3772,1277,162,170,5450,3814,1290,170,176,5293,3686,1262,171,174,5375,3837,1302,164,72,492,0,0,26874,18946,70.50,6433,23.94,831,3.09,664,2.47,57,Non-Border,48315,G4803150
MARTIN,83,0,- ,0500000US48317,75,0,-,87,0,- ,99,1,10.1,119,0,-,2388,1292,47,1035,14,2390,1286,33,1042,29,2491,1335,33,1091,32,2635,1398,36,1169,32,2388,1292,47,1035,14,463,1,215.98,12292,6603,53.72,196,1.59,5372,43.70,121,0.98,56.8,Non-Border,48317,G4803170
MASON,31,0,- ,0500000US48319,40,0,-,41,0,- ,38,0,- ,28,0,-,2034,1604,7,412,11,2060,1616,6,417,21,2097,1641,6,428,22,2100,1639,5,433,23,2034,1604,7,412,11,178,0,0,10325,8104,78.49,31,0.30,2102,20.36,88,0.85,62,Non-Border,48319,G4803190
MATAGORDA,538,1,1.9,0500000US48321,531,0,-,498,1,2,522,0,- ,572,0,-,18339,8846,2190,6855,448,18387,8689,2129,6992,577,18536,8689,2138,7126,583,18159,8395,2085,7086,593,18339,8846,2190,6855,448,2661,2,75.16,91760,43465,47.37,10732,11.70,34914,38.05,2649,2.89,54,Non-Border,48321,G4803210
MAVERICK,1009,0,- ,0500000US48323,1042,0,-,1101,0,- ,1093,1,0.9,1171,1,0.9,27807,731,37,26713,326,28327,724,32,27202,369,28591,720,32,27466,373,28578,728,29,27446,375,27807,731,37,26713,326,5416,2,36.93,141110,3634,2.58,167,0.12,135540,96.05,1769,1.25,80,Border,48323,G4803230
MEDINA,545,0,- ,0500000US48325,498,0,-,503,1,2,528,1,1.9,602,0,-,22350,10801,175,11160,214,22529,10690,125,11329,385,22856,10799,128,11534,395,23506,11061,123,11914,408,22350,10801,175,11160,214,2676,2,74.74,113591,54152,47.67,726,0.64,57097,50.27,1616,1.42,73,Non-Border,48325,G4803250
MENARD,12,0,- ,0500000US48327,14,0,-,21,0,- ,24,0,- ,23,0,-,1109,713,3,386,7,1120,712,3,393,12,1134,716,3,402,13,1114,706,4,394,10,1109,713,3,386,7,94,0,0,5586,3560,63.73,16,0.29,1961,35.11,49,0.88,63.8,Non-Border,48327,G4803270
MIDLAND,2264,1,0.4,0500000US48329,2309,0,-,2510,0,- ,2702,1,0.4,2826,0,-,69630,37590,4750,26042,1248,71352,37457,4554,27339,2002,74049,38640,4692,28622,2095,77031,39066,4900,30725,2340,69630,37590,4750,26042,1248,12611,2,15.86,361692,190343,52.63,23646,6.54,138770,38.37,8933,2.47,65,Non-Border,48329,G4803290
MILAM,300,0,- ,0500000US48331,306,0,-,312,0,- ,302,1,3.3,332,1,3.0,12532,8301,1287,2831,113,12594,8239,1256,2917,182,12763,8301,1273,3002,187,12274,7918,1219,2944,193,12532,8301,1287,2831,113,1552,2,128.87,62695,41060,65.49,6322,10.08,14525,23.17,788,1.26,64,Non-Border,48331,G4803310
MILLS,52,0,- ,0500000US48333,41,0,-,38,0,- ,49,0,- ,58,0,-,2491,2074,13,389,15,2498,2060,13,397,28,2538,2086,13,409,30,2508,2050,12,414,32,2491,2074,13,389,15,238,0,0,12526,10344,82.58,64,0.51,1998,15.95,120,0.96,64.1,Non-Border,48333,G4803330
MITCHELL,100,0,- ,0500000US48335,107,0,-,102,0,- ,96,0,- ,93,0,-,3657,2262,126,1236,33,3678,2234,124,1266,54,3695,2227,126,1285,57,3621,2176,123,1267,55,3657,2262,126,1236,33,498,0,0,18308,11161,60.96,625,3.41,6290,34.36,232,1.27,59.8,Non-Border,48335,G4803350
MONTAGUE,269,0,- ,0500000US48337,216,0,-,233,0,- ,222,0,- ,220,0,-,10054,8954,23,962,115,10084,8835,10,1006,233,10189,8905,10,1034,240,10123,8803,6,1074,240,10054,8954,23,962,115,1160,0,0,50504,44451,88.01,72,0.14,5038,9.98,943,1.87,62,Non-Border,48337,G4803370
MONTGOMERY,6399,1,0.2,0500000US48339,6358,4,0.6,6382,1,0.2,6624,2,0.3,6971,2,0.3,229835,166823,10460,45830,6722,237694,168394,10070,49211,10019,243115,171697,10296,50815,10307,252803,175381,10872,55514,11036,229835,166823,10460,45830,6722,32734,10,30.55,1193282,849118,71.16,52158,4.37,247200,20.72,44806,3.75,64,Non-Border,48339,G4803390
MOORE,396,1,2.5,0500000US48341,401,1,2.5,414,0,- ,439,0,- ,421,0,-,10587,4340,86,5523,638,10612,4201,84,5586,741,10681,4173,86,5659,763,10628,4039,85,5689,815,10587,4340,86,5523,638,2071,2,96.57,53095,21093,39.73,427,0.80,27980,52.70,3595,6.77,52,Non-Border,48341,G4803410
MORRIS,154,0,- ,0500000US48343,161,0,-,165,0,- ,157,0,- ,143,0,-,6695,4480,1662,476,77,6697,4439,1597,494,167,6781,4484,1614,511,172,6781,4413,1640,553,175,6695,4480,1662,476,77,780,0,0,33649,22296,66.26,8175,24.29,2510,7.46,668,1.99,61,Non-Border,48343,G4803430
MOTLEY,11,0,- ,0500000US48345,7,0,-,11,0,- ,9,0,- ,4,0,-,597,504,9,79,5,586,487,13,81,5,612,504,13,89,6,583,496,7,75,5,597,504,9,79,5,42,0,0,2975,2495,83.87,51,1.71,403,13.55,26,0.87,54,Non-Border,48345,G4803450
NACOGDOCHES,943,0,- ,0500000US48347,913,0,-,897,0,- ,881,0,- ,886,0,-,33724,20963,6648,5505,608,34038,20740,6531,5739,1028,34283,20788,6574,5875,1046,33734,20302,6443,5933,1056,33724,20963,6648,5505,608,4520,0,0,169503,103756,61.21,32844,19.38,28557,16.85,4346,2.56,62,Non-Border,48347,G4803470
NAVARRO,676,0,- ,0500000US48349,672,0,-,706,0,- ,676,1,1.5,768,2,2.6,24078,14717,3436,5457,468,24321,14590,3345,5699,687,24420,14545,3359,5818,698,24671,14525,3313,6105,728,24078,14717,3436,5457,468,3498,3,85.76,121568,73094,60.13,16889,13.89,28536,23.47,3049,2.51,49,Non-Border,48349,G4803490
NEWTON,143,0,- ,0500000US48351,150,0,-,138,1,7.2,143,0,- ,147,0,-,7000,5386,1372,168,74,7044,5330,1364,173,177,7078,5347,1374,173,184,7010,5273,1378,181,178,7000,5386,1372,168,74,721,1,138.70,35132,26722,76.06,6860,19.53,863,2.46,687,1.96,63,Non-Border,48351,G4803510
NOLAN,199,0,- ,0500000US48353,186,0,-,190,0,- ,220,0,- ,232,0,-,7655,4631,383,2584,57,7687,4582,332,2640,133,7711,4571,334,2670,136,7498,4428,326,2619,125,7655,4631,383,2584,57,1027,0,0,38206,22843,59.79,1758,4.60,13097,34.28,508,1.33,68,Non-Border,48353,G4803530
NUECES,4716,1,0.2,0500000US48355,4635,0,-,4810,2,0.4,4949,2,0.4,5170,3,0.6,173185,56949,6387,105841,4008,176265,55984,6004,108663,5614,177367,56012,6018,109676,5661,178339,54620,5987,111758,5974,173185,56949,6387,105841,4008,24280,8,32.95,878341,280514,31.94,30783,3.50,541779,61.68,25265,2.88,68,Non-Border,48355,G4803550
OCHILTREE,161,0,- ,0500000US48357,184,0,-,168,0,- ,181,0,- ,207,0,-,4986,2601,12,2321,52,5033,2540,9,2404,80,5163,2576,10,2497,80,5230,2529,12,2598,91,4986,2601,12,2321,52,901,0,0,25398,12847,50.58,55,0.22,12141,47.80,355,1.40,53,Non-Border,48357,G4803570
OLDHAM,18,0,- ,0500000US48359,20,0,-,18,0,- ,31,0,- ,22,0,-,1017,845,33,121,18,1027,839,29,125,34,1065,870,29,129,37,1038,847,31,130,30,1017,845,33,121,18,109,0,0,5164,4246,82.22,155,3.00,626,12.12,137,2.65,78,Non-Border,48359,G4803590
ORANGE,1032,1,1,0500000US48361,1019,0,-,1103,0,- ,1156,1,0.9,1184,0,-,41129,34550,3711,2200,668,41192,34090,3622,2302,1178,41568,34332,3677,2356,1203,41491,34041,3691,2509,1250,41129,34550,3711,2200,668,5494,2,36.40,206509,171563,83.08,18412,8.92,11567,5.60,4967,2.41,69,Non-Border,48361,G4803610
PALO PINTO,363,0,- ,0500000US48363,368,1,2.7,378,0,- ,377,0,- ,361,1,2.8,14300,11358,331,2450,161,14355,11250,286,2529,290,14408,11256,282,2576,294,14465,11232,287,2657,289,14300,11358,331,2450,161,1847,2,108.28,71828,56454,78.60,1517,2.11,12662,17.63,1195,1.66,70,Non-Border,48363,G4803630
PANOLA,253,0,- ,0500000US48365,338,0,-,279,0,- ,305,1,3.3,293,0,-,11988,8892,2056,897,143,12067,8861,2029,943,234,12132,8876,2033,970,253,12163,8861,2040,1014,248,11988,8892,2056,897,143,1468,1,68.12,60338,44382,73.56,10214,16.93,4721,7.82,1021,1.69,60.5,Non-Border,48365,G4803650
PARKER,1307,0,- ,0500000US48367,1297,0,-,1345,1,0.7,1285,3,2.3,1422,1,0.7,57635,50493,656,5633,853,59027,50778,518,6109,1622,59878,51449,527,6253,1649,60288,51233,542,6780,1733,57635,50493,656,5633,853,6656,5,75.12,294463,254446,86.41,2899,0.98,30408,10.33,6710,2.28,71.9,Non-Border,48367,G4803670
PARMER,137,0,- ,0500000US48369,167,0,-,150,0,- ,157,0,- ,144,0,-,5010,1995,46,2951,18,5035,1947,39,3012,37,5070,1934,39,3059,38,4813,1774,45,2965,29,5010,1995,46,2951,18,755,0,0,24938,9645,38.68,215,0.86,14938,59.90,140,0.56,54,Non-Border,48369,G4803690
PECOS,218,0,- ,0500000US48371,230,0,-,207,0,- ,240,0,- ,227,0,-,6765,1800,39,4851,75,6782,1757,33,4883,109,6829,1748,34,4936,111,6933,1755,30,5024,124,6765,1800,39,4851,75,1122,0,0,34074,8860,26.00,175,0.51,24545,72.03,494,1.45,64.2,Border,48371,G4803710
POLK,494,0,- ,0500000US48373,478,0,-,495,0,- ,523,0,- ,476,0,-,21125,16189,2054,2353,529,21220,16012,1967,2447,794,21412,16107,1988,2512,805,21848,16316,2011,2671,850,21125,16189,2054,2353,529,2466,0,0,106730,80813,75.72,10074,9.44,12336,11.56,3507,3.29,58.5,Non-Border,48373,G4803730
POTTER,2086,0,- ,0500000US48375,2026,0,-,2101,0,- ,2072,0,- ,2071,1,0.5,59154,30478,5396,20540,2740,59730,29756,5018,21210,3746,60143,29637,5086,21606,3814,60533,29159,5060,22259,4055,59154,30478,5396,20540,2740,10356,1,9.66,298714,149508,50.05,25956,8.69,106155,35.54,17095,5.72,58,Non-Border,48375,G4803750
PRESIDIO,135,0,- ,0500000US48377,109,0,-,106,0,- ,131,0,- ,143,0,-,4000,545,10,3394,51,4034,537,9,3428,60,4062,538,9,3455,60,4085,538,6,3469,72,4000,545,10,3394,51,624,0,0,20181,2703,13.39,44,0.22,17140,84.93,294,1.46,51,Border,48377,G4803770
RAINS,102,0,- ,0500000US48379,100,0,-,112,0,- ,92,0,- ,87,0,-,5429,4825,128,391,85,5506,4846,113,406,141,5608,4923,118,422,145,5527,4865,110,414,138,5429,4825,128,391,85,493,0,0,27499,24284,88.31,597,2.17,2024,7.36,594,2.16,62.9,Non-Border,48379,G4803790
RANDALL,1551,1,0.6,0500000US48381,1649,0,-,1618,0,- ,1690,1,0.6,1762,0,-,61988,49349,1444,9955,1240,63527,49573,1256,10665,2033,64751,50400,1287,10983,2081,65298,49980,1357,11735,2226,61988,49349,1444,9955,1240,8270,2,24.18,317552,248651,78.30,6788,2.14,53293,16.78,8820,2.78,74,Non-Border,48381,G4803810
REAGAN,52,0,- ,0500000US48383,50,0,-,51,0,- ,82,0,- ,47,0,-,1619,630,25,960,4,1627,616,25,973,13,1728,650,27,1034,17,1723,649,22,1037,15,1619,630,25,960,4,282,0,0,8316,3175,38.18,124,1.49,4964,59.69,53,0.64,55,Non-Border,48383,G4803830
REAL,37,0,- ,0500000US48385,34,0,-,31,0,- ,32,1,31.3,36,0,-,1671,1241,11,396,23,1705,1243,12,408,42,1732,1257,13,420,42,1692,1230,8,418,36,1671,1241,11,396,23,170,1,588.24,8471,6212,73.33,55,0.65,2038,24.06,166,1.96,52.8,Border,48385,G4803850
RED RIVER,139,1,7.2,0500000US48387,124,0,-,130,1,7.7,157,0,- ,127,0,-,6594,4910,1223,398,63,6593,4823,1204,413,153,6592,4807,1208,424,153,6325,4587,1162,421,155,6594,4910,1223,398,63,677,2,295.42,32698,24037,73.51,6020,18.41,2054,6.28,587,1.80,64,Non-Border,48387,G4803870
REEVES,165,0,- ,0500000US48389,155,0,-,164,0,- ,194,0,- ,201,0,-,5502,908,100,4421,73,5516,897,96,4447,76,5549,895,93,4484,77,5563,881,95,4511,76,5502,908,100,4421,73,879,0,0,27632,4489,16.25,484,1.75,22284,80.65,375,1.36,74,Border,48389,G4803890
REFUGIO,86,0,- ,0500000US48391,94,0,-,87,0,- ,77,0,- ,93,0,-,3714,1704,214,1771,25,3714,1663,210,1793,48,3748,1673,209,1818,48,3632,1592,203,1784,53,3714,1704,214,1771,25,437,0,0,18522,8336,45.01,1050,5.67,8937,48.25,199,1.07,70,Non-Border,48391,G4803910
ROBERTS,14,0,- ,0500000US48393,12,0,-,8,0,- ,9,0,- ,9,0,-,460,421,0,35,4,459,423,0,31,5,463,427,0,31,5,450,413,0,32,5,460,421,0,35,4,52,0,0,2292,2105,91.84,0,0.00,164,7.16,23,1.00,71,Non-Border,48393,G4803930
ROBERTSON,205,0,- ,0500000US48395,215,0,-,194,0,- ,207,0,- ,235,0,-,8392,4960,1891,1468,73,8589,4979,1929,1532,149,8691,5024,1950,1567,150,8543,4879,1909,1604,151,8392,4960,1891,1468,73,1056,0,0,42607,24802,58.21,9570,22.46,7639,17.93,596,1.40,58.3,Non-Border,48395,G4803950
ROCKWALL,941,0,- ,0500000US48397,972,1,1,966,0,- ,975,0,- ,985,0,-,39821,29999,2385,6104,1333,41177,30446,2354,6483,1894,42069,31036,2401,6685,1947,43296,31555,2579,7055,2107,39821,29999,2385,6104,1333,4839,1,20.67,206184,153035,74.22,12104,5.87,32431,15.73,8614,4.18,69,Non-Border,48397,G4803970
RUNNELS,130,0,- ,0500000US48399,129,0,-,99,0,- ,97,1,10.3,99,0,-,5304,3530,82,1651,41,5331,3498,73,1687,73,5376,3509,74,1719,74,5147,3317,73,1687,70,5304,3530,82,1651,41,554,1,180.51,26462,17384,65.69,384,1.45,8395,31.72,299,1.13,63,Non-Border,48399,G4803990
RUSK,687,3,4.4,0500000US48401,658,1,1.5,700,0,- ,620,0,- ,576,0,-,25255,17459,4239,3280,277,25439,17268,4120,3456,595,25641,17335,4144,3560,602,25316,16925,4064,3707,620,25255,17459,4239,3280,277,3241,4,123.42,126906,86446,68.12,20806,16.39,17283,13.62,2371,1.87,61.2,Non-Border,48401,G4804010
SABINE,88,0,- ,0500000US48403,90,0,-,83,0,- ,95,0,- ,82,0,-,5533,4900,412,167,54,5572,4895,391,172,114,5606,4919,392,177,118,5613,4925,393,178,117,5533,4900,412,167,54,438,0,0,27857,24539,88.09,2000,7.18,861,3.09,457,1.64,62,Non-Border,48403,G4804030
SAN AUGUSTINE,97,0,- ,0500000US48405,110,0,-,113,0,- ,99,0,- ,92,0,-,4505,3149,1077,253,26,4513,3101,1074,262,76,4586,3138,1093,275,80,4476,3057,1078,266,75,4505,3149,1077,253,26,511,0,0,22585,15594,69.05,5399,23.91,1309,5.80,283,1.25,60,Non-Border,48405,G4804050
SAN JACINTO,288,0,- ,0500000US48407,262,1,3.8,273,0,- ,284,0,- ,284,0,-,13179,10255,1386,1405,133,13391,10241,1362,1481,307,13585,10364,1382,1526,313,13842,10501,1426,1599,316,13179,10255,1386,1405,133,1391,1,71.89,67176,51616,76.84,6942,10.33,7416,11.04,1202,1.79,55,Non-Border,48407,G4804070
SAN PATRICIO,914,1,1.1,0500000US48409,902,1,1.1,926,2,2.2,974,0,- ,1047,1,1.0,32641,13859,497,17853,432,32700,13521,413,18036,730,32799,13490,410,18161,738,32946,13342,416,18442,746,32641,13859,497,17853,432,4763,5,104.98,163727,68071,41.58,2233,1.36,90345,55.18,3078,1.88,65,Non-Border,48409,G4804090
SAN SABA,59,0,- ,0500000US48411,72,0,-,75,0,- ,59,0,- ,69,0,-,2765,2021,12,707,25,2788,1994,13,726,55,2849,2017,13,762,57,2713,1921,11,734,47,2765,2021,12,707,25,334,0,0,13880,9974,71.86,61,0.44,3636,26.20,209,1.51,63,Non-Border,48411,G4804110
SCHLEICHER,40,0,- ,0500000US48413,33,0,-,40,0,- ,41,0,- ,40,0,-,1735,948,15,769,3,1742,939,15,775,13,1764,945,15,791,13,1728,920,13,784,11,1735,948,15,769,3,194,0,0,8704,4700,54.00,73,0.84,3888,44.67,43,0.49,63,Non-Border,48413,G4804130
SCURRY,280,0,- ,0500000US48415,246,0,-,270,0,- ,242,0,- ,261,0,-,7893,4809,225,2783,76,7921,4741,200,2855,125,8055,4792,206,2931,126,8108,4720,208,3047,133,7893,4809,225,2783,76,1299,0,0,39870,23871,59.87,1064,2.67,14399,36.11,536,1.34,47,Non-Border,48415,G4804150
SHACKELFORD,27,0,- ,0500000US48417,30,0,-,42,0,- ,34,0,- ,23,0,-,1746,1557,11,165,13,1739,1535,6,161,37,1751,1543,5,166,37,1747,1542,3,168,34,1746,1557,11,165,13,156,0,0,8729,7734,88.60,36,0.41,825,9.45,134,1.54,66.9,Non-Border,48417,G4804170
SHELBY,359,1,2.8,0500000US48419,338,0,-,370,0,- ,381,0,- ,351,1,2.8,12857,8449,2404,1920,84,13004,8435,2371,2013,185,13046,8412,2375,2058,201,13040,8367,2357,2128,188,12857,8449,2404,1920,84,1799,2,111.17,64804,42112,64.98,11911,18.38,10039,15.49,742,1.14,58,Non-Border,48419,G4804190
SHERMAN,30,0,- ,0500000US48421,49,0,-,35,0,- ,42,0,- ,41,0,-,1486,886,2,589,9,1489,868,2,604,15,1503,868,2,617,16,1486,846,1,624,15,1486,886,2,589,9,197,0,0,7450,4354,58.44,9,0.12,3023,40.58,64,0.86,61,Non-Border,48421,G4804210
SMITH,2992,1,0.3,0500000US48423,2956,2,0.7,2992,1,0.3,3090,0,- ,3150,2,0.6,108289,68184,20679,17418,2008,110104,67865,20303,18472,3464,111346,68276,20536,18996,3538,110614,66759,20466,19700,3689,108289,68184,20679,17418,2008,15180,6,39.53,548642,339268,61.84,102663,18.71,92004,16.77,14707,2.68,53,Non-Border,48423,G4804230
SOMERVELL,97,0,- ,0500000US48425,71,0,-,94,0,- ,95,0,- ,85,0,-,4308,3413,30,806,59,4378,3398,26,830,124,4467,3462,27,852,126,4402,3374,21,883,124,4308,3413,30,806,59,442,0,0,21863,17060,78.03,134,0.61,4177,19.11,492,2.25,66,Non-Border,48425,G4804250
STARR,1446,0,- ,0500000US48427,1359,0,-,1346,0,- ,1366,0,- ,1382,0,-,31528,1253,2,30202,71,31941,1255,2,30601,83,32277,1251,2,30940,84,31974,1264,3,30622,85,31528,1253,2,30202,71,6899,0,0,159248,6276,3.94,11,0.01,152567,95.80,394,0.25,57.2,Border,48427,G4804270
STEPHENS,112,0,- ,0500000US48429,97,0,-,99,0,- ,112,0,- ,96,0,-,4655,3655,64,901,35,4657,3618,66,920,53,4693,3627,66,945,55,4546,3503,55,936,52,4655,3655,64,901,35,516,0,0,23206,18058,77.82,315,1.36,4603,19.84,230,0.99,65.9,Non-Border,48429,G4804290
STERLING,15,0,- ,0500000US48431,7,0,-,12,0,- ,17,0,- ,20,0,-,567,378,3,178,8,567,374,3,179,11,575,378,3,183,11,612,392,4,200,16,567,378,3,178,8,71,0,0,2888,1900,65.79,16,0.55,918,31.79,54,1.87,66.2,Non-Border,48431,G4804310
STONEWALL,12,0,- ,0500000US48433,11,0,-,12,0,- ,16,0,- ,17,0,-,773,635,19,109,10,765,616,16,113,20,783,629,17,117,20,729,587,17,105,20,773,635,19,109,10,68,0,0,3823,3102,81.14,88,2.30,553,14.47,80,2.09,67,Non-Border,48433,G4804330
SUTTON,42,0,- ,0500000US48435,56,0,-,54,0,- ,58,0,- ,53,0,-,2099,850,4,1239,6,2105,846,0,1248,11,2121,848,0,1262,11,2068,813,0,1244,11,2099,850,4,1239,6,263,0,0,10492,4207,40.10,8,0.08,6232,59.40,45,0.43,52.3,Border,48435,G4804350
SWISHER,113,0,- ,0500000US48437,127,0,-,96,0,- ,110,0,- ,95,0,-,3718,2025,194,1463,36,3708,1981,166,1491,70,3723,1965,168,1519,71,3604,1892,158,1484,70,3718,2025,194,1463,36,541,0,0,18471,9888,53.53,880,4.76,7420,40.17,283,1.53,57.7,Non-Border,48437,G4804370
TARRANT,27885,7,0.3,0500000US48439,27338,11,0.4,27671,10,0.4,27829,11,0.4,28405,13,0.5,921799,488074,145742,237173,50810,941539,480696,143968,248435,68440,955472,485096,146215,254467,69694,972584,477904,151987,268267,74426,921799,488074,145742,237173,50810,139128,52,37.38,4713193,2419844,51.34,733654,15.57,1245515,26.43,314180,6.67,59,Non-Border,48439,G4804390
TAYLOR,1981,0,- ,0500000US48441,2039,0,-,2089,0,- ,1998,1,0.5,2120,0,-,67478,46208,4926,14665,1679,67889,45330,4477,15181,2901,68534,45582,4543,15468,2941,68997,45417,4606,15905,3069,67478,46208,4926,14665,1679,10227,1,9.78,340376,228745,67.20,23478,6.90,75884,22.29,12269,3.60,70,Non-Border,48441,G4804410
TERRELL,14,0,- ,0500000US48443,13,0,-,12,0,- ,4,0,- ,18,0,-,475,242,1,229,3,466,233,1,225,7,469,233,1,229,6,435,217,2,211,5,475,242,1,229,3,61,0,0,2320,1167,50.30,6,0.26,1123,48.41,24,1.03,67,Border,48443,G4804430
TERRY,179,0,- ,0500000US48445,192,1,5.2,197,0,- ,205,0,- ,210,0,-,5934,2825,197,2888,24,5964,2771,187,2947,59,6007,2763,185,2998,61,5914,2671,187,2990,66,5934,2825,197,2888,24,983,1,101.73,29753,13855,46.57,953,3.20,14711,49.44,234,0.79,49.2,Non-Border,48445,G4804450
THROCKMORTON,16,0,- ,0500000US48447,11,0,-,16,0,- ,18,0,- ,14,0,-,834,729,6,86,13,820,713,8,85,14,837,726,8,89,14,814,706,6,87,15,834,729,6,86,13,75,0,0,4139,3603,87.05,34,0.82,433,10.46,69,1.67,78.7,Non-Border,48447,G4804470
TITUS,508,1,2,0500000US48449,493,0,-,502,0,- ,494,0,- ,540,0,-,16358,8287,1638,6193,240,16497,8142,1598,6405,352,16603,8102,1595,6548,358,16539,7913,1596,6667,363,16358,8287,1638,6193,240,2537,1,39.42,82355,40731,49.46,8065,9.79,32006,38.86,1553,1.89,56,Non-Border,48449,G4804490
TOM GREEN,1549,0,- ,0500000US48451,1534,0,-,1491,1,0.7,1558,0,- ,1666,1,0.6,56248,33120,2142,20042,944,56606,32493,1884,20526,1703,57100,32626,1898,20855,1721,58240,32807,1952,21646,1835,56248,33120,2142,20042,944,7798,2,25.65,284442,164166,57.72,10018,3.52,103111,36.25,7147,2.51,64.2,Non-Border,48451,G4804510
TRAVIS,15792,3,0.2,0500000US48453,15494,0,-,15826,4,0.3,15718,3,0.2,16386,7,0.4,507629,262453,45453,166715,33008,520006,260513,43384,172989,43120,530986,264613,44165,177996,44212,549543,270610,44766,186198,47969,507629,262453,45453,166715,33008,79216,17,21.46,2615793,1320642,50.49,223221,8.53,870613,33.28,201317,7.70,72,Non-Border,48453,G4804530
TRINITY,178,0,- ,0500000US48455,139,0,-,110,0,- ,125,0,- ,157,1,6.4,7485,6136,771,504,74,7524,6106,748,515,155,7560,6124,751,528,157,7257,5871,718,513,155,7485,6136,771,504,74,709,1,141.04,37311,30373,81.40,3759,10.07,2564,6.87,615,1.65,65,Non-Border,48455,G4804550
TYLER,224,0,- ,0500000US48457,208,0,-,240,1,4.2,219,1,4.6,214,0,-,10035,8814,860,276,85,10072,8765,826,282,199,10162,8846,827,288,201,10029,8691,848,291,199,10035,8814,860,276,85,1105,2,181.00,50333,43930,87.28,4221,8.39,1413,2.81,769,1.53,63.4,Non-Border,48457,G4804570
UPSHUR,507,0,- ,0500000US48459,474,0,-,463,0,- ,489,1,2.0,491,0,-,19847,16484,1896,1253,214,20106,16411,1805,1332,558,20311,16560,1813,1371,567,20209,16348,1834,1446,581,19847,16484,1896,1253,214,2424,1,41.25,100320,82287,82.02,9244,9.21,6655,6.63,2134,2.13,60,Non-Border,48459,G4804590
UPTON,38,0,- ,0500000US48461,52,0,-,52,0,- ,59,0,- ,49,0,-,1680,804,28,832,16,1685,793,27,841,24,1698,792,27,855,24,1658,773,25,836,24,1680,804,28,832,16,250,0,0,8401,3966,47.21,135,1.61,4196,49.95,104,1.24,78.5,Non-Border,48461,G4804610
UVALDE,416,0,- ,0500000US48463,401,0,-,372,0,- ,421,0,- ,409,0,-,13496,3976,46,9355,119,13522,3880,39,9430,173,13672,3879,40,9575,178,13663,3812,45,9632,174,13496,3976,46,9355,119,2019,0,0,67849,19523,28.77,216,0.32,47347,69.78,763,1.12,64,Border,48463,G4804630
VAL VERDE,897,0,- ,0500000US48465,865,0,-,865,0,- ,883,0,- ,866,0,-,24360,3937,246,19973,204,24506,3850,232,20130,294,24835,3891,235,20414,295,24092,3690,236,19864,302,24360,3937,246,19973,204,4376,0,0,122153,19305,15.80,1195,0.98,100354,82.15,1299,1.06,42,Border,48465,G4804650
VAN ZANDT,562,0,- ,0500000US48467,535,1,1.9,581,0,- ,589,1,1.7,568,0,-,26716,23409,803,2196,308,26798,23167,702,2284,645,27144,23413,712,2360,659,27190,23302,706,2495,687,26716,23409,803,2196,308,2835,2,70.55,134564,116700,86.72,3726,2.77,11531,8.57,2607,1.94,57.3,Non-Border,48467,G4804670
VICTORIA,1300,0,- ,0500000US48469,1225,0,-,1292,0,- ,1338,2,1.5,1309,1,0.8,44444,21642,2852,19279,671,44758,21310,2710,19711,1027,45554,21581,2735,20191,1047,45711,21219,2800,20566,1126,44444,21642,2852,19279,671,6464,3,46.41,224911,107394,47.75,13949,6.20,99026,44.03,4542,2.02,72.3,Non-Border,48469,G4804690
